Vicon Pose Position (t_x);t_y;t_z;Vicon Pose Quat (q_w);q_x;q_y;q_z;EKF Pose Position (t_x);t_y;t_z;EKF Pose Quat (q_w);q_x;q_y;q_z;
0.261727;-0.210116;1.2644;0.9254;-0.0625691;-0.0251744;-0.372942;-1.13343;-0.772855;1.25542;-0.941946;0.00995412;0.0298291;-0.334288;
0.239875;-0.23063;1.26357;0.906569;-0.0602279;-0.0193048;-0.417292;-1.13343;-0.772855;1.25542;-0.941946;0.00995412;0.0298291;-0.334288;
0.134509;-0.288547;1.26245;0.805346;-0.0535541;-0.00701569;-0.590339;-1.06243;-0.951134;1.25358;-0.987929;0.00246315;0.0177449;-0.15387;
0.0401874;-0.306338;1.25399;0.719063;-0.0549536;-0.000526293;-0.692769;-1.03396;-1.09128;1.24601;-0.999545;-0.00512693;0.0137639;0.0263518;
-0.00611625;-0.317177;1.25381;0.687709;-0.0538211;0.0105809;-0.723911;-1.0029;-1.16074;1.24665;-0.993583;-0.00156498;0.00962462;0.112685;
-0.0289216;-0.326813;1.26141;0.685853;-0.0744866;0.0213787;-0.723602;-0.97093;-1.18992;1.26007;-0.991339;0.0116464;0.0111223;0.130335;
-0.0304796;-0.327487;1.26152;0.686409;-0.0749402;0.0203169;-0.723059;-0.97093;-1.18992;1.26007;-0.991339;0.0116464;0.0111223;0.130335;
-0.0389775;-0.335367;1.25811;0.695081;-0.0687337;0.0271368;-0.715124;-0.950131;-1.19376;1.25936;-0.992917;0.0232793;0.0121146;0.115874;
-0.0349671;-0.341532;1.25649;0.701335;-0.068481;0.0214169;-0.709211;-0.941226;-1.18098;1.25923;-0.994628;0.0190838;0.00610481;0.101552;
-0.0305281;-0.344842;1.25521;0.704666;-0.0623003;0.0229447;-0.706426;-0.938801;-1.16066;1.25805;-0.995679;0.0179267;0.00398806;0.0910232;
-0.0290196;-0.345125;1.25527;0.706315;-0.0637431;0.0211948;-0.704703;-0.938801;-1.16066;1.25805;-0.995679;0.0179267;0.00398806;0.0910232;
